Campus,Algebra_Rate,Biology_Rate,English_Rate,US_History_Rate,Class_Size_English,Class_Size_Math,Class_Size_Sci,Class_Size_Soc_Stud,Teacher_Beginning_Count,Teacher_Beginning_Percent,Teacher_1-5_Years_Count,Teacher_1-5_Years_Percent,Teacher_6-10_Years_Count,Teacher_6-10_Years_Percent,Teacher_11-20_Years_Count,Teacher_11-20_Years_Percent,Teacher_More_Than_20_Years_Count,Teacher_More_Than_20_Years_Percent,Teacher_BA_Degree_Count,Teacher_BA_Degree_Percent,Teacher_Experience_Average,Teacher_Student_Ratio,Teacher_MS_Degree_Count,Teacher_MS_Degree_Percent,Teacher_No_Degree_Count,Teacher_No_Degree_Percent,Teacher_PH_Degree_Count,Teacher_PH_Degree_Percent,Teacher_Tenure_Average,Campus_Name,County_Name,County,District_Name,District,Region,Region_Name,Median_Household_Income,Gini_Index,Median_Family_Income,Poverty_Rate,Avg_Max_Temp,Avg_Min_Temp
057905003,60.0,61.0,46.0,68.0,15.5,15.2,16.6,17.8,4.0,19.0,10.0,47.6,0.0,0.0,6.0,28.6,1.0,4.8,16.0,76.2,7.9,12.9,5.0,23.8,0.0,0.0,0.0,0.0,6.2,NEW TECH H S AT B F DARRELL H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905005,77.0,53.0,36.0,65.0,17.6,20.0,19.3,22.2,8.0,5.8,73.0,52.7,23.0,16.6,27.4,19.8,7.0,5.1,104.3,75.3,7.4,16.3,25.2,18.2,5.0,3.6,4.0,2.9,5.9,MOISES E MOLINA H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905006,57.0,60.0,45.0,76.0,14.0,17.6,17.8,14.9,3.0,4.1,31.5,43.3,13.5,18.5,16.2,22.3,8.6,11.8,48.9,67.3,9.4,16.5,21.8,29.9,1.1,1.5,0.9,1.3,5.9,HILLCREST H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905007,65.0,57.0,32.0,64.0,16.4,17.7,14.8,17.8,15.0,13.5,59.0,53.1,11.5,10.4,16.4,14.8,9.1,8.2,78.3,70.5,7.4,15.5,30.7,27.6,1.1,1.0,1.0,0.9,5.1,THOMAS JEFFERSON H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905008,38.0,39.0,24.0,68.0,18.4,19.8,21.1,21.0,10.0,12.6,22.0,27.8,13.1,16.5,14.2,17.9,20.0,25.2,49.0,61.8,11.7,18.2,24.3,30.6,6.0,7.6,0.0,0.0,9.6,JUSTIN F KIMBALL H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905009,40.0,33.0,21.0,49.0,17.7,19.1,17.7,19.3,6.0,13.4,12.0,26.9,9.0,20.2,11.6,26.1,6.0,13.4,31.3,70.0,10.1,14.5,12.4,27.7,1.0,2.2,0.0,0.0,8.1,LINCOLN HUMANITIES/COMMUNICATIONS,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905012,41.0,48.0,30.0,70.0,17.9,17.6,19.0,21.0,16.4,19.1,35.0,40.8,12.0,14.0,14.5,16.9,8.0,9.3,54.0,62.9,7.4,14.9,21.5,25.0,9.4,10.9,1.0,1.2,4.8,L G PINKSTON H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905013,37.0,34.0,25.0,42.0,19.1,18.5,20.2,21.4,11.3,23.5,16.0,33.3,9.0,18.7,8.0,16.7,3.8,7.8,32.1,66.9,7.7,15.1,12.5,26.0,3.4,7.1,0.0,0.0,5.2,FRANKLIN D ROOSEVELT H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905014,44.0,42.0,22.0,72.0,16.9,17.0,16.5,18.3,11.0,9.0,47.0,38.5,18.2,14.9,31.2,25.6,14.7,12.1,83.5,68.4,9.3,15.9,28.4,23.2,6.3,5.1,4.0,3.3,6.5,W W SAMUELL H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905015,45.0,52.0,30.0,69.0,16.3,16.9,15.0,20.6,16.0,16.7,30.0,31.3,13.0,13.5,22.4,23.4,14.5,15.1,69.5,72.5,9.9,15.8,20.2,21.1,4.1,4.3,2.0,2.1,6.9,SEAGOVILLE H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905016,52.0,30.0,24.0,55.0,15.5,17.3,18.5,20.4,7.0,9.5,27.9,37.8,12.1,16.4,17.2,23.3,9.6,13.0,42.4,57.5,10.3,14.6,27.2,36.9,3.1,4.3,1.0,1.4,8.6,SOUTH OAK CLIFF H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905017,63.0,34.0,23.0,66.0,15.6,19.7,20.7,17.4,5.0,4.5,67.0,60.2,15.1,13.5,14.1,12.6,10.2,9.2,84.9,76.2,6.9,16.4,16.2,14.6,7.2,6.5,3.0,2.7,4.7,H GRADY SPRUCE H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905018,73.0,49.0,36.0,67.0,18.6,21.1,20.2,21.8,10.0,8.1,48.9,39.4,24.1,19.4,32.0,25.8,9.2,7.4,89.0,71.7,8.6,16.3,30.0,24.1,4.2,3.4,1.0,0.8,6.5,SUNSET H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905021,34.0,55.0,36.0,67.0,15.7,17.9,21.0,20.6,7.0,5.5,44.0,34.4,29.7,23.3,25.9,20.3,21.1,16.5,87.0,68.1,10.4,17.3,36.7,28.7,3.1,2.5,1.0,0.8,7.5,W T WHITE H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905022,77.0,75.0,55.0,79.0,19.2,20.5,17.7,19.3,15.0,12.9,44.7,38.6,28.1,24.2,23.0,19.8,5.1,4.4,66.7,57.6,7.3,16.8,40.1,34.6,7.1,6.2,2.0,1.7,5.1,WOODROW WILSON H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905023,38.0,36.0,29.0,69.0,18.0,18.2,19.8,17.5,2.0,2.6,22.0,28.1,8.9,11.4,26.9,34.4,18.4,23.6,44.6,57.0,14.0,15.1,27.7,35.3,1.0,1.3,5.0,6.4,11.2,DAVID W CARTER H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905024,39.0,36.0,25.0,67.0,17.7,20.0,22.4,24.8,12.0,17.5,22.7,33.2,10.1,14.8,16.5,24.0,7.2,10.5,45.7,66.8,8.8,15.5,17.6,25.7,4.2,6.1,1.0,1.5,4.8,NORTH DALLAS H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905025,47.0,41.0,41.0,77.0,17.5,20.0,22.4,22.7,23.6,8.6,68.9,25.1,39.0,14.2,89.6,32.7,53.1,19.4,178.5,65.1,12.5,15.4,72.7,26.5,14.1,5.1,9.0,3.3,9.4,SKYLINE H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905028,58.0,54.0,30.0,68.0,12.6,16.6,15.2,17.8,8.0,9.9,27.0,33.3,17.0,21.0,20.0,24.7,9.1,11.2,55.0,67.8,9.0,15.9,22.0,27.1,4.1,5.0,0.0,0.0,6.2,EMMETT J CONRAD H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905032,46.0,29.0,23.0,48.0,12.0,12.6,11.9,15.6,3.0,7.7,10.0,25.6,7.0,18.0,12.0,30.8,7.0,18.0,20.5,52.7,11.4,12.6,15.4,39.6,3.0,7.7,0.0,0.0,8.4,JAMES MADISON H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905033,100.0,96.0,97.0,100.0,21.5,18.8,,24.8,2.0,6.3,6.0,19.0,2.0,6.3,9.0,28.6,12.5,39.7,19.0,60.3,16.6,16.0,11.0,34.9,0.0,0.0,1.5,4.8,12.0,SCHOOL OF BUSINESS AND MANAGEMENT,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905034,63.0,86.0,92.0,96.0,27.8,26.1,26.2,23.9,4.5,7.9,17.0,29.9,9.0,15.8,15.4,27.1,11.0,19.3,30.0,52.7,11.4,17.5,25.9,45.5,0.0,0.0,1.0,1.8,8.8,BOOKER T WASHINGTON SPVA MAGNET,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905035,100.0,99.0,100.0,100.0,13.1,20.1,22.0,20.0,2.0,6.5,9.0,29.0,4.0,12.9,15.0,48.4,1.0,3.2,19.0,61.3,9.8,17.7,12.0,38.7,0.0,0.0,0.0,0.0,6.9,IRMA RANGEL YOUNG WOMEN'S LEADERSH,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905036,100.0,100.0,99.0,98.0,,19.0,19.5,,2.0,6.4,7.0,22.5,9.0,28.9,9.0,28.9,4.1,13.2,19.0,61.1,11.3,17.7,8.1,26.0,1.0,3.2,3.0,9.6,7.6,SCHOOL OF HEALTH PROFESSIONS,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905037,96.0,94.0,91.0,97.0,23.4,,,24.9,1.0,5.6,1.0,5.6,4.0,22.2,9.0,50.0,3.0,16.7,13.0,72.2,13.7,17.0,5.0,27.8,0.0,0.0,0.0,0.0,9.7,ROSIE SORRELLS EDUCATION AND SOCIA,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905038,96.0,98.0,96.0,99.0,,22.6,25.5,9.4,2.0,8.7,9.0,39.1,3.0,13.0,6.0,26.1,3.0,13.0,12.0,52.2,9.7,17.8,7.0,30.4,2.0,8.7,2.0,8.7,8.0,JUDGE BAREFOOT SANDERS LAW MAGNET,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905039,100.0,100.0,100.0,100.0,17.2,23.6,21.7,24.0,0.0,0.0,4.0,21.1,5.0,26.3,6.0,31.6,4.0,21.1,9.0,47.4,12.5,18.9,7.0,36.8,1.0,5.3,2.0,10.5,9.6,SCHOOL FOR THE TALENTED AND GIFTED,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905085,77.0,87.0,84.0,83.0,18.9,18.5,17.5,17.8,1.0,5.0,7.0,35.0,5.0,25.0,4.0,20.0,3.0,15.0,12.0,60.0,9.8,18.6,7.0,35.0,1.0,5.0,0.0,0.0,7.7,KATHLYN JOY GILLIAM COLLEGIATE ACA,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905088,100.0,98.0,98.0,99.0,18.1,16.4,16.9,17.7,0.0,0.0,7.0,31.1,6.0,26.7,8.0,35.6,1.5,6.6,10.5,46.6,9.9,19.5,10.0,44.5,2.0,8.9,0.0,0.0,8.0,TRINIDAD GARZA EARLY COLLEGE AT MT,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905090,96.0,96.0,99.0,100.0,14.4,13.6,15.0,23.0,0.0,0.0,3.0,21.4,2.0,14.3,3.0,21.4,6.0,42.9,7.0,50.0,16.9,17.5,7.0,50.0,0.0,0.0,0.0,0.0,14.9,DR WRIGHT L LASSITER JR EARLY COLL,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905380,36.0,32.0,30.0,48.0,20.2,23.7,24.8,24.7,3.0,5.6,17.0,31.6,7.1,13.3,17.6,32.7,9.0,16.8,35.0,65.2,12.4,17.0,15.7,29.3,1.0,1.9,2.0,3.7,9.6,WILMER-HUTCHINS H S,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905381,73.0,96.0,95.0,100.0,11.6,15.2,20.3,15.9,4.0,14.7,5.1,18.7,8.1,29.8,7.0,25.8,3.0,11.0,19.1,70.3,9.5,17.0,8.1,29.7,0.0,0.0,0.0,0.0,7.7,BARACK OBAMA MALE LEADERSHIP ACAD,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905382,46.0,45.0,38.0,75.0,11.3,14.4,12.0,12.2,4.0,16.0,10.6,42.6,6.4,25.4,4.0,16.0,0.0,0.0,14.6,58.6,5.6,12.7,9.4,37.4,1.0,4.0,0.0,0.0,3.7,INNOVATION DESIGN ENTREPRENEURSHIP,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057905389,6.0,3.0,10.0,14.0,13.4,15.7,16.6,15.9,0.0,0.0,3.0,25.0,3.0,25.0,2.0,16.7,4.0,33.3,5.0,41.7,14.3,17.5,7.0,58.3,0.0,0.0,0.0,0.0,12.2,JOHN LESLIE PATTON JR ACADEMIC CEN,DALLAS,057,DALLAS ISD,057905,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057906001,45.0,46.0,39.0,64.0,15.9,19.1,20.4,18.4,25.7,12.7,67.8,33.5,35.7,17.7,45.8,22.6,27.3,13.5,110.3,54.5,10.0,15.3,81.9,40.5,5.0,2.5,5.0,2.5,4.2,DESOTO H S & ISTEAM3D,DALLAS,057,DESOTO ISD,057906,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057907001,38.0,40.0,38.0,67.0,23.9,25.7,24.7,24.9,56.4,24.7,62.8,27.6,37.5,16.4,49.7,21.8,21.6,9.5,143.8,63.1,8.5,19.1,74.7,32.8,5.5,2.4,3.9,1.7,5.5,DUNCANVILLE H S,DALLAS,057,DUNCANVILLE ISD,057907,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057907004,16.0,0.0,4.0,10.0,12.7,,,10.5,2.0,19.9,0.1,0.9,0.0,0.0,4.2,40.4,4.0,38.8,5.3,51.0,14.3,10.2,5.0,48.6,0.0,0.5,0.0,0.0,9.6,MARY E SMITHEY PACE H S,DALLAS,057,DUNCANVILLE ISD,057907,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057909002,58.0,51.0,47.0,66.0,19.8,20.6,22.9,20.5,9.7,5.7,46.5,27.1,32.9,19.2,51.1,29.8,31.1,18.2,93.7,54.7,11.5,13.9,72.7,42.5,3.8,2.2,1.0,0.6,8.5,GARLAND H S,DALLAS,057,GARLAND ISD,057909,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057909003,45.0,41.0,32.0,60.0,18.9,21.6,22.5,23.4,5.9,3.8,45.2,29.3,30.5,19.8,50.1,32.5,22.5,14.6,99.7,64.7,11.6,14.1,47.5,30.8,4.9,3.2,2.0,1.3,7.1,S GARLAND H S,DALLAS,057,GARLAND ISD,057909,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057909004,60.0,71.0,59.0,77.0,21.9,23.4,23.7,27.2,5.3,3.1,48.3,28.1,30.3,17.6,73.1,42.4,15.2,8.8,115.9,67.3,10.9,15.8,47.4,27.5,1.0,0.6,8.0,4.6,7.2,N GARLAND H S,DALLAS,057,GARLAND ISD,057909,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057909005,34.0,66.0,60.0,75.0,24.2,25.1,25.3,27.7,9.6,6.3,35.9,23.6,39.3,25.8,49.0,32.2,18.3,12.0,83.0,54.6,10.9,15.8,62.4,41.1,1.0,0.7,5.7,3.7,7.1,LAKEVIEW CENTENNIAL H S,DALLAS,057,GARLAND ISD,057909,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057909008,38.0,50.0,48.0,70.0,23.7,23.6,28.0,25.7,3.9,2.8,38.4,27.7,23.8,17.2,45.4,32.7,27.2,19.6,74.2,53.4,12.6,15.7,59.2,42.6,1.0,0.7,4.4,3.2,8.4,NAAMAN FOREST H S,DALLAS,057,GARLAND ISD,057909,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057909009,51.0,56.0,49.0,79.0,22.8,25.2,25.2,24.3,8.7,5.4,28.7,17.7,40.2,24.8,56.9,35.0,27.9,17.2,105.0,64.7,12.1,15.9,53.4,32.9,1.0,0.6,3.0,1.8,7.7,ROWLETT H S,DALLAS,057,GARLAND ISD,057909,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057909010,65.0,74.0,60.0,88.0,22.0,23.9,24.8,25.7,1.0,0.6,61.1,34.7,34.6,19.6,53.8,30.6,25.5,14.5,109.3,62.1,11.4,15.9,65.7,37.3,0.0,0.0,1.0,0.6,7.2,SACHSE H S,DALLAS,057,GARLAND ISD,057909,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057910001,98.0,99.0,95.0,100.0,16.3,16.8,15.4,17.8,2.0,3.9,20.3,39.9,9.0,17.7,14.0,27.6,5.5,10.8,35.3,69.6,9.3,16.4,15.2,29.9,0.0,0.0,0.3,0.5,5.3,GRAND PRAIRIE FINE ARTS ACADEMY,DALLAS,057,GRAND PRAIRIE ISD,057910,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057910002,46.0,36.0,27.0,59.0,21.0,21.5,23.9,22.4,26.5,13.1,75.8,37.5,39.4,19.5,48.4,23.9,12.1,6.0,136.2,67.4,8.0,14.5,59.8,29.6,3.4,1.7,2.8,1.4,4.9,GRAND PRAIRIE H S,DALLAS,057,GRAND PRAIRIE ISD,057910,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057910003,59.0,54.0,42.0,81.0,18.7,21.1,23.7,23.0,16.2,7.7,71.1,33.8,42.2,20.1,52.8,25.1,27.8,13.2,140.0,66.7,10.0,15.9,66.1,31.5,1.0,0.5,2.9,1.4,6.9,SOUTH GRAND PRAIRIE H S,DALLAS,057,GRAND PRAIRIE ISD,057910,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057910009,24.0,8.0,8.0,29.0,19.4,19.4,18.5,27.3,1.0,4.5,12.0,53.8,3.6,16.3,4.6,20.9,1.0,4.5,14.1,63.5,7.5,18.5,8.1,36.5,0.0,0.0,0.0,0.0,5.8,CROSSWINDS ACCELERATED H S,DALLAS,057,GRAND PRAIRIE ISD,057910,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057910010,86.0,79.0,63.0,86.0,22.8,26.4,24.4,27.9,22.0,21.6,37.5,36.8,15.8,15.5,17.9,17.6,8.6,8.5,55.9,55.0,7.2,16.6,27.4,26.9,14.5,14.2,4.0,3.9,4.7,JOHN A DUBISKI CAREER H S,DALLAS,057,GRAND PRAIRIE ISD,057910,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057910011,98.0,97.0,94.0,100.0,10.3,10.7,15.0,11.7,2.0,8.3,12.4,51.6,4.0,16.6,5.7,23.5,0.0,0.0,12.1,50.2,6.6,12.9,11.6,48.0,0.0,0.0,0.4,1.8,3.0,GRAND PRAIRIE COLLEGIATE INSTITUTE,DALLAS,057,GRAND PRAIRIE ISD,057910,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057910053,89.0,70.0,82.0,86.0,14.6,17.3,17.6,17.2,1.0,1.6,21.8,36.4,17.1,28.6,10.6,17.7,9.3,15.6,43.3,72.6,10.6,13.6,13.1,21.9,1.0,1.7,2.3,3.9,7.2,YWLA AT BILL ARNOLD,DALLAS,057,GRAND PRAIRIE ISD,057910,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057911001,70.0,94.0,93.0,99.0,18.0,22.2,23.4,24.8,3.0,2.1,21.1,14.6,27.4,18.9,57.4,39.7,35.9,24.8,41.4,28.6,15.0,14.8,98.8,68.2,0.0,0.0,4.5,3.1,8.0,HIGHLAND PARK H S,DALLAS,057,HIGHLAND PARK ISD,057911,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057912002,46.0,50.0,35.0,55.0,21.8,19.4,20.9,21.6,18.7,10.9,59.2,34.4,38.2,22.2,43.1,25.0,13.0,7.5,108.5,63.0,8.6,15.4,57.3,33.2,5.5,3.2,1.0,0.6,5.0,IRVING H S,DALLAS,057,IRVING ISD,057912,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057912003,67.0,55.0,40.0,70.0,17.9,19.5,22.5,21.0,15.5,9.1,52.1,30.6,37.0,21.8,46.8,27.6,18.6,10.9,98.0,57.6,9.5,16.3,62.4,36.7,6.6,3.9,3.0,1.8,5.6,MACARTHUR H S,DALLAS,057,IRVING ISD,057912,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057912004,49.0,55.0,38.0,62.0,15.2,19.8,21.6,22.8,8.2,4.8,58.2,34.4,36.5,21.5,46.4,27.4,20.0,11.8,97.2,57.5,9.4,15.0,66.2,39.1,4.8,2.8,1.0,0.6,6.1,NIMITZ H S,DALLAS,057,IRVING ISD,057912,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057912005,62.0,35.0,12.0,43.0,8.9,8.6,9.8,9.6,3.0,7.0,16.3,38.2,6.3,14.8,10.1,23.5,7.0,16.4,28.6,66.8,9.8,7.8,12.0,28.1,0.2,0.5,2.0,4.7,7.2,BARBARA CARDWELL CAREER PREPARATOR,DALLAS,057,IRVING ISD,057912,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057912006,57.0,53.0,51.0,74.0,19.8,23.4,22.3,23.7,8.7,8.2,40.0,37.6,19.0,17.9,27.7,26.0,11.0,10.3,54.9,51.6,9.3,16.1,41.7,39.2,4.9,4.6,5.0,4.7,5.3,JACK E SINGLEY ACADEMY,DALLAS,057,IRVING ISD,057912,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057913001,55.0,60.0,43.0,62.0,19.8,21.2,22.3,21.9,8.7,7.0,32.9,26.3,19.7,15.7,39.3,31.4,24.6,19.6,59.9,47.8,11.9,16.7,60.4,48.2,2.0,1.6,3.0,2.4,4.8,LANCASTER H S,DALLAS,057,LANCASTER ISD,057913,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057914001,56.0,58.0,45.0,63.0,15.7,17.9,17.7,18.3,7.0,3.9,60.3,33.9,37.6,21.1,51.8,29.1,21.4,12.0,84.2,47.3,10.8,14.8,92.5,51.9,1.4,0.8,0.0,0.0,7.5,MESQUITE H S,DALLAS,057,MESQUITE ISD,057914,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057914002,62.0,61.0,47.0,62.0,16.0,17.9,18.2,18.6,2.9,1.6,61.2,34.3,30.2,16.9,58.5,32.8,25.6,14.3,87.6,49.1,10.8,14.5,89.5,50.2,1.3,0.7,0.0,0.0,6.6,NORTH MESQUITE H S,DALLAS,057,MESQUITE ISD,057914,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057914003,57.0,49.0,41.0,54.0,18.3,19.3,20.7,18.9,12.5,8.9,51.5,37.0,25.0,17.9,35.7,25.6,14.7,10.6,64.2,46.1,9.3,15.0,66.2,47.5,4.5,3.2,4.5,3.3,6.0,WEST MESQUITE H S,DALLAS,057,MESQUITE ISD,057914,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057914004,58.0,73.0,48.0,75.0,16.3,17.4,19.2,20.7,1.7,1.4,33.7,29.2,28.2,24.5,32.4,28.1,19.4,16.8,51.3,44.5,11.5,15.5,59.8,51.9,3.2,2.7,1.0,0.9,7.6,POTEET H S,DALLAS,057,MESQUITE ISD,057914,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057914005,62.0,66.0,45.0,65.0,17.3,22.3,23.1,25.1,13.0,8.1,50.0,31.3,32.4,20.3,46.7,29.2,17.7,11.1,74.3,46.6,10.2,16.4,80.6,50.5,1.7,1.1,3.0,1.9,6.6,HORN H S,DALLAS,057,MESQUITE ISD,057914,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057916002,52.0,54.0,45.0,72.0,17.3,20.6,21.6,23.6,11.6,6.3,58.7,32.0,37.4,20.4,47.2,25.7,28.5,15.5,130.9,71.4,10.7,14.9,48.4,26.4,2.0,1.1,2.0,1.1,6.7,LAKE HIGHLANDS H S,DALLAS,057,RICHARDSON ISD,057916,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057916003,58.0,76.0,69.0,85.0,17.7,22.1,20.8,22.5,9.0,4.9,55.6,30.0,34.1,18.4,59.3,32.0,27.5,14.8,133.1,71.7,11.2,14.5,48.4,26.1,1.0,0.5,3.0,1.6,7.7,RICHARDSON H S,DALLAS,057,RICHARDSON ISD,057916,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057916004,48.0,75.0,64.0,81.0,17.4,22.1,24.3,22.6,6.6,4.1,45.3,28.3,34.0,21.3,57.1,35.7,16.9,10.6,113.3,70.8,10.8,14.5,45.5,28.4,1.2,0.7,0.0,0.0,6.6,PEARCE H S,DALLAS,057,RICHARDSON ISD,057916,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057916005,40.0,60.0,49.0,66.0,15.4,18.7,21.9,18.1,7.8,4.5,45.3,25.9,38.0,21.7,60.8,34.8,23.0,13.2,124.2,71.0,11.2,15.0,49.9,28.5,0.8,0.5,0.0,0.0,7.8,BERKNER H S,DALLAS,057,RICHARDSON ISD,057916,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
057919001,56.0,81.0,77.0,86.0,15.1,16.4,17.5,16.2,0.0,0.0,11.0,24.2,8.4,18.4,13.8,30.2,12.4,27.2,24.9,54.7,13.5,12.1,20.7,45.3,0.0,0.0,0.0,0.0,5.3,SUNNYVALE H S,DALLAS,057,SUNNYVALE ISD,057919,10,RICHARDSON,59607.0,0.4982,67159.0,15.183430844983327,87.55,54.82
